ID,Title,Link,titleSlug,Approach,Difficulty,Topics
844,Backspace String Compare,Backspace String Compare,backspace-string-compare,,Easy,"Two Pointers, Stack, "
845,Longest Mountain in Array,Longest Mountain in Array,longest-mountain-in-array,,Easy,"Two Pointers, "
846,Hand of Straights,Hand of Straights,hand-of-straights,,Hard,"Ordered Map, "
847,Shortest Path Visiting All Nodes,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,,Hard,"Dynamic Programming, Breadth-first Search, "
848,Shifting Letters,Shifting Letters,shifting-letters,,Medium,"String, "
849,Maximize Distance to Closest Person,Maximize Distance to Closest Person,maximize-distance-to-closest-person,,Hard,"Array, "
850,Rectangle Area II,Rectangle Area II,rectangle-area-ii,,Hard,"Segment Tree, Line Sweep, "
851,Loud and Rich,Loud and Rich,loud-and-rich,,Medium,"Depth-first Search, "
852,Peak Index in a Mountain Array,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,,Medium,"Binary Search, "
853,Car Fleet,Car Fleet,car-fleet,,Medium,"Sort, "
854,K-Similar Strings,K-Similar Strings,k-similar-strings,,Hard,"Breadth-first Search, Graph, "
855,Exam Room,Exam Room,exam-room,,Medium,"Ordered Map, "
856,Score of Parentheses,Score of Parentheses,score-of-parentheses,,Easy,"String, Dynamic Programming, "
857,Minimum Cost to Hire K Workers,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,,Hard,"Heap, "
858,Mirror Reflection,Mirror Reflection,mirror-reflection,,Medium,"Math, "
859,Buddy Strings,Buddy Strings,buddy-strings,,Medium,"String, "
860,Lemonade Change,Lemonade Change,lemonade-change,,Hard,"Greedy, "
861,Score After Flipping Matrix,Score After Flipping Matrix,score-after-flipping-matrix,,Medium,"Greedy, "
862,Shortest Subarray with Sum at Least K,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,,Easy,"Binary Search, Queue, "
863,All Nodes Distance K in Binary Tree,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,,Easy,"Tree, Depth-first Search, Breadth-first Search, "
864,Shortest Path to Get All Keys,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,,Easy,"Heap, Breadth-first Search, "
865,Smallest Subtree with all the Deepest Nodes,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,,Medium,"Tree, "
866,Prime Palindrome,Prime Palindrome,prime-palindrome,,Medium,"Math, "
867,Transpose Matrix,Transpose Matrix,transpose-matrix,,Medium,"Array, "
868,Binary Gap,Binary Gap,binary-gap,,Medium,"Math, "
869,Reordered Power of 2,Reordered Power of 2,reordered-power-of-2,,Medium,"Math, "
870,Advantage Shuffle,Advantage Shuffle,advantage-shuffle,,Easy,"Array, Greedy, "
871,Minimum Number of Refueling Stops,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,,Easy,"Dynamic Programming, Heap, "
872,Leaf-Similar Trees,Leaf-Similar Trees,leaf-similar-trees,,Easy,"Tree, Depth-first Search, "
873,Length of Longest Fibonacci Subsequence,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,,Easy,"Array, Dynamic Programming, "
874,Walking Robot Simulation,Walking Robot Simulation,walking-robot-simulation,,Medium,"Greedy, "
875,Koko Eating Bananas,Koko Eating Bananas,koko-eating-bananas,,Hard,"Binary Search, "
876,Middle of the Linked List,Middle of the Linked List,middle-of-the-linked-list,"Slow and fast pointers , when fast reaches end , slow->middle",Easy,"Linked List, "
877,Stone Game,Stone Game,stone-game,,Medium,"Math, Dynamic Programming, Minimax, "
878,Nth Magical Number,Nth Magical Number,nth-magical-number,,Medium,"Math, Binary Search, "
879,Profitable Schemes,Profitable Schemes,profitable-schemes,,Hard,"Dynamic Programming, "
880,Decoded String at Index,Decoded String at Index,decoded-string-at-index,,Medium,"Stack, "
881,Boats to Save People,Boats to Save People,boats-to-save-people,,Easy,"Two Pointers, Greedy, "
882,Reachable Nodes In Subdivided Graph,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,,Medium,"Heap, "
883,Projection Area of 3D Shapes,Projection Area of 3D Shapes,projection-area-of-3d-shapes,,Medium,"Math, "
884,Uncommon Words from Two Sentences,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,,Medium,"Hash Table, "
885,Spiral Matrix III,Spiral Matrix III,spiral-matrix-iii,,Medium,"Math, "
886,Possible Bipartition,Possible Bipartition,possible-bipartition,,Easy,"Depth-first Search, "
887,Super Egg Drop,Super Egg Drop,super-egg-drop,,Hard,"Math, Binary Search, Dynamic Programming, "
888,Fair Candy Swap,Fair Candy Swap,fair-candy-swap,,Medium,"Array, "
889,Construct Binary Tree from Preorder and Postorder Traversal,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,,Easy,"Tree, "
890,Find and Replace Pattern,Find and Replace Pattern,find-and-replace-pattern,,Hard,"String, "
891,Sum of Subsequence Widths,Sum of Subsequence Widths,sum-of-subsequence-widths,,Medium,"Array, Math, "
892,Surface Area of 3D Shapes,Surface Area of 3D Shapes,surface-area-of-3d-shapes,,Medium,"Math, Geometry, "
893,Groups of Special-Equivalent Strings,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,,Medium,"String, "
894,All Possible Full Binary Trees,All Possible Full Binary Trees,all-possible-full-binary-trees,,Hard,"Tree, Recursion, "
895,Maximum Frequency Stack,Maximum Frequency Stack,maximum-frequency-stack,,Easy,"Array, Dynamic Programming, "
896,Monotonic Array,Monotonic Array,monotonic-array,,Easy,"Array, "
897,Increasing Order Search Tree,Increasing Order Search Tree,increasing-order-search-tree,,Medium,"Tree, Depth-first Search, "
898,Bitwise ORs of Subarrays,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,,Medium,"Dynamic Programming, Bit Manipulation, "
899,Orderly Queue,Orderly Queue,orderly-queue,,Medium,"Math, String, "
900,RLE Iterator,RLE Iterator,rle-iterator,,Medium,"Array, "
901,Online Stock Span,Online Stock Span,online-stock-span,,Hard,"Stack, "
902,Numbers At Most N Given Digit Set,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,,Medium,"Math, Dynamic Programming, "
903,Valid Permutations for DI Sequence,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,,Hard,"Divide and Conquer, Dynamic Programming, "
904,Fruit Into Baskets,Fruit Into Baskets,fruit-into-baskets,,Medium,"Two Pointers, "
905,Sort Array By Parity,Sort Array By Parity,sort-array-by-parity,,Easy,"Array, "
906,Super Palindromes,Super Palindromes,super-palindromes,,Medium,"Math, "
907,Sum of Subarray Minimums,Sum of Subarray Minimums,sum-of-subarray-minimums,,Easy,"Array, Stack, "
908,Smallest Range I,Smallest Range I,smallest-range-i,,Medium,"Math, "
909,Snakes and Ladders,Snakes and Ladders,snakes-and-ladders,,Medium,"Breadth-first Search, "
910,Smallest Range II,Smallest Range II,smallest-range-ii,,Medium,"Math, Greedy, "
911,Online Election,Online Election,online-election,,Medium,"Binary Search, "
912,Sort an Array,Sort an Array,sort-an-array,,Medium,
913,Cat and Mouse,Cat and Mouse,cat-and-mouse,,Medium,"Breadth-first Search, Minimax, "
914,X of a Kind in a Deck of Cards,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,,Medium,"Array, Math, "
915,Partition Array into Disjoint Intervals,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,,Hard,"Array, "
916,Word Subsets,Word Subsets,word-subsets,,Medium,"String, "
917,Reverse Only Letters,Reverse Only Letters,reverse-only-letters,,Easy,"String, "
918,Maximum Sum Circular Subarray,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,,Easy,"Array, "
919,Complete Binary Tree Inserter,Complete Binary Tree Inserter,complete-binary-tree-inserter,,Medium,"Tree, "
920,Number of Music Playlists,Number of Music Playlists,number-of-music-playlists,,Hard,"Dynamic Programming, "
921,Minimum Add to Make Parentheses Valid,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,,Easy,"Stack, Greedy, "
922,Sort Array By Parity II,Sort Array By Parity II,sort-array-by-parity-ii,,Easy,"Array, Sort, "
923,3Sum With Multiplicity,3Sum With Multiplicity,3sum-with-multiplicity,,Medium,"Two Pointers, "
924,Minimize Malware Spread,Minimize Malware Spread,minimize-malware-spread,,Medium,"Depth-first Search, Union Find, "
925,Long Pressed Name,Long Pressed Name,long-pressed-name,,Hard,"Two Pointers, String, "
926,Flip String to Monotone Increasing,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,,Easy,"Array, "
927,Three Equal Parts,Three Equal Parts,three-equal-parts,,Medium,"Math, Binary Search, Greedy, "
928,Minimize Malware Spread II,Minimize Malware Spread II,minimize-malware-spread-ii,,Medium,"Depth-first Search, Union Find, Graph, "
929,Unique Email Addresses,Unique Email Addresses,unique-email-addresses,,Medium,"String, "
930,Binary Subarrays With Sum,Binary Subarrays With Sum,binary-subarrays-with-sum,,Easy,"Hash Table, Two Pointers, "
931,Minimum Falling Path Sum,Minimum Falling Path Sum,minimum-falling-path-sum,,Hard,"Dynamic Programming, "
932,Beautiful Array,Beautiful Array,beautiful-array,,Medium,"Divide and Conquer, "
933,Number of Recent Calls,Number of Recent Calls,number-of-recent-calls,,Medium,"Queue, "
934,Shortest Bridge,Shortest Bridge,shortest-bridge,,Easy,"Depth-first Search, Breadth-first Search, "
935,Knight Dialer,Knight Dialer,knight-dialer,,Medium,"Dynamic Programming, "
936,Stamping The Sequence,Stamping The Sequence,stamping-the-sequence,,Medium,"String, Greedy, "
937,Reorder Data in Log Files,Reorder Data in Log Files,reorder-data-in-log-files,,Medium,"String, "
938,Range Sum of BST,Range Sum of BST,range-sum-of-bst,,Hard,"Tree, Recursion, "
939,Minimum Area Rectangle,Minimum Area Rectangle,minimum-area-rectangle,,Medium,"Hash Table, "
940,Distinct Subsequences II,Distinct Subsequences II,distinct-subsequences-ii,,Easy,"Dynamic Programming, "
941,Valid Mountain Array,Valid Mountain Array,valid-mountain-array,,Medium,"Array, "
942,DI String Match,DI String Match,di-string-match,,Medium,"Math, "
943,Find the Shortest Superstring,Find the Shortest Superstring,find-the-shortest-superstring,,Medium,"Dynamic Programming, "
944,Delete Columns to Make Sorted,Delete Columns to Make Sorted,delete-columns-to-make-sorted,,Medium,"Greedy, "
945,Minimum Increment to Make Array Unique,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,,Easy,"Array, "
946,Validate Stack Sequences,Validate Stack Sequences,validate-stack-sequences,,Easy,"Stack, "
947,Most Stones Removed with Same Row or Column,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,,Medium,"Depth-first Search, Union Find, "
948,Bag of Tokens,Bag of Tokens,bag-of-tokens,,Medium,"Greedy, "
949,Largest Time for Given Digits,Largest Time for Given Digits,largest-time-for-given-digits,,Medium,"Math, "
950,Reveal Cards In Increasing Order,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,,Medium,"Array, "
951,Flip Equivalent Binary Trees,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,,Easy,"Tree, "
952,Largest Component Size by Common Factor,Largest Component Size by Common Factor,largest-component-size-by-common-factor,,Medium,"Math, Union Find, "
953,Verifying an Alien Dictionary,Verifying an Alien Dictionary,verifying-an-alien-dictionary,,Medium,"Hash Table, "
954,Array of Doubled Pairs,Array of Doubled Pairs,array-of-doubled-pairs,,Medium,"Array, Hash Table, "
955,Delete Columns to Make Sorted II,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,,Medium,"Greedy, "
956,Tallest Billboard,Tallest Billboard,tallest-billboard,,Easy,"Dynamic Programming, "
957,Prison Cells After N Days,Prison Cells After N Days,prison-cells-after-n-days,,Medium,"Hash Table, "
958,Check Completeness of a Binary Tree,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,,Easy,"Tree, "
959,Regions Cut By Slashes,Regions Cut By Slashes,regions-cut-by-slashes,,Medium,"Depth-first Search, Union Find, Graph, "
960,Delete Columns to Make Sorted III,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,,Easy,"Dynamic Programming, "
961,N-Repeated Element in Size 2N Array,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,,Medium,"Hash Table, "
962,Maximum Width Ramp,Maximum Width Ramp,maximum-width-ramp,,Easy,"Array, "
963,Minimum Area Rectangle II,Minimum Area Rectangle II,minimum-area-rectangle-ii,,Medium,"Math, Geometry, "
964,Least Operators to Express Number,Least Operators to Express Number,least-operators-to-express-number,,Medium,"Math, Dynamic Programming, "
965,Univalued Binary Tree,Univalued Binary Tree,univalued-binary-tree,,Hard,"Tree, "
966,Vowel Spellchecker,Vowel Spellchecker,vowel-spellchecker,,Medium,"Hash Table, String, "
967,Numbers With Same Consecutive Differences,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,,Medium,"Dynamic Programming, "
968,Binary Tree Cameras,Binary Tree Cameras,binary-tree-cameras,,Easy,"Dynamic Programming, Tree, Depth-first Search, "
969,Pancake Sorting,Pancake Sorting,pancake-sorting,,Medium,"Array, Sort, "
970,Powerful Integers,Powerful Integers,powerful-integers,,Medium,"Hash Table, Math, "
971,Flip Binary Tree To Match Preorder Traversal,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,,Medium,"Tree, Depth-first Search, "
972,Equal Rational Numbers,Equal Rational Numbers,equal-rational-numbers,,Medium,"Math, "
973,K Closest Points to Origin,K Closest Points to Origin,k-closest-points-to-origin,,Easy,"Divide and Conquer, Heap, Sort, "
974,Subarray Sums Divisible by K,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,,Easy,"Array, Hash Table, "
975,Odd Even Jump,Odd Even Jump,odd-even-jump,,Medium,"Dynamic Programming, Stack, Ordered Map, "
976,Largest Perimeter Triangle,Largest Perimeter Triangle,largest-perimeter-triangle,,Hard,"Math, Sort, "
977,Squares of a Sorted Array,Squares of a Sorted Array,squares-of-a-sorted-array,,Easy,"Array, Two Pointers, "
978,Longest Turbulent Subarray,Longest Turbulent Subarray,longest-turbulent-subarray,,Medium,"Array, Dynamic Programming, Sliding Window, "
979,Distribute Coins in Binary Tree,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,,Easy,"Tree, Depth-first Search, "
980,Unique Paths III,Unique Paths III,unique-paths-iii,,Hard,"Backtracking, Depth-first Search, "
981,Time Based Key-Value Store,Time Based Key-Value Store,time-based-key-value-store,,Hard,"Hash Table, Binary Search, "
982,Triples with Bitwise AND Equal To Zero,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,,Medium,"Dynamic Programming, "
983,Minimum Cost For Tickets,Minimum Cost For Tickets,minimum-cost-for-tickets,,Easy,"Dynamic Programming, "
984,String Without AAA or BBB,String Without AAA or BBB,string-without-aaa-or-bbb,,Medium,"Greedy, "
985,Sum of Even Numbers After Queries,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,,Medium,"Array, "
986,Interval List Intersections,Interval List Intersections,interval-list-intersections,,Easy,"Two Pointers, "
987,Vertical Order Traversal of a Binary Tree,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,,Medium,"Hash Table, Tree, "
988,Smallest String Starting From Leaf,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,,Medium,"Tree, Depth-first Search, "
989,Add to Array-Form of Integer,Add to Array-Form of Integer,add-to-array-form-of-integer,,Medium,"Array, "
990,Satisfiability of Equality Equations,Satisfiability of Equality Equations,satisfiability-of-equality-equations,,Easy,"Union Find, Graph, "
991,Broken Calculator,Broken Calculator,broken-calculator,,Medium,"Math, Greedy, "
992,Subarrays with K Different Integers,Subarrays with K Different Integers,subarrays-with-k-different-integers,,Easy,"Hash Table, Two Pointers, Sliding Window, "
993,Cousins in Binary Tree,Cousins in Binary Tree,cousins-in-binary-tree,,Easy,"Tree, Breadth-first Search, "
994,Rotting Oranges,Rotting Oranges,rotting-oranges,,Hard,"Breadth-first Search, "
995,Minimum Number of K Consecutive Bit Flips,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,,Hard,"Greedy, Sliding Window, "
996,Number of Squareful Arrays,Number of Squareful Arrays,number-of-squareful-arrays,,Easy,"Math, Backtracking, Graph, "
997,Find the Town Judge,Find the Town Judge,find-the-town-judge,,Hard,"Graph, "
998,Maximum Binary Tree II,Maximum Binary Tree II,maximum-binary-tree-ii,,Medium,"Tree, "
999,Available Captures for Rook,Available Captures for Rook,available-captures-for-rook,,Medium,"Array, "
1000,Minimum Cost to Merge Stones,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,,Easy,"Dynamic Programming, "
1001,Grid Illumination,Grid Illumination,grid-illumination,,Medium,"Hash Table, "
1002,Find Common Characters,Find Common Characters,find-common-characters,,Hard,"Array, Hash Table, "
1003,Check If Word Is Valid After Substitutions,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,,Medium,"String, Stack, "
1004,Max Consecutive Ones III,Max Consecutive Ones III,max-consecutive-ones-iii,,Easy,"Two Pointers, Sliding Window, "
1005,Maximize Sum Of Array After K Negations,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,,Hard,"Greedy, "
1006,Clumsy Factorial,Clumsy Factorial,clumsy-factorial,,Medium,"Math, "
1007,Minimum Domino Rotations For Equal Row,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,,Medium,"Array, Greedy, "
1008,Construct Binary Search Tree from Preorder Traversal,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,,Easy,"Tree, "
1009,Complement of Base 10 Integer,Complement of Base 10 Integer,complement-of-base-10-integer,,Hard,"Math, "
1010,Pairs of Songs With Total Durations Divisible by 60,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,,Hard,"Array, "
1011,Capacity To Ship Packages Within D Days,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,,Easy,"Array, Binary Search, "
1012,Numbers With Repeated Digits,Numbers With Repeated Digits,numbers-with-repeated-digits,,Medium,"Math, Dynamic Programming, "
1013,Partition Array Into Three Parts With Equal Sum,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,,Hard,"Array, "
1014,Best Sightseeing Pair,Best Sightseeing Pair,best-sightseeing-pair,,Easy,"Array, "
1015,Smallest Integer Divisible by K,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,,Medium,"Math, "
1016,Binary String With Substrings Representing 1 To N,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,,Medium,"String, "
1017,Convert to Base -2,Convert to Base -2,convert-to-base-2,,Medium,"Math, "
1018,Binary Prefix Divisible By 5,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,,Medium,"Array, "
1019,Next Greater Node In Linked List,Next Greater Node In Linked List,next-greater-node-in-linked-list,,Easy,"Linked List, Stack, "
1020,Number of Enclaves,Number of Enclaves,number-of-enclaves,,Easy,"Depth-first Search, "
1021,Remove Outermost Parentheses,Remove Outermost Parentheses,remove-outermost-parentheses,,Medium,"Stack, "
1022,Sum of Root To Leaf Binary Numbers,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,,Hard,"Tree, "
1023,Camelcase Matching,Camelcase Matching,camelcase-matching,,Medium,"String, Trie, "
1024,Video Stitching,Video Stitching,video-stitching,,Easy,"Dynamic Programming, "
1025,Divisor Game,Divisor Game,divisor-game,,Medium,"Math, Dynamic Programming, "
1026,Maximum Difference Between Node and Ancestor,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,,Easy,"Tree, Depth-first Search, "
1027,Longest Arithmetic Sequence,Longest Arithmetic Sequence,longest-arithmetic-sequence,,Easy,"Dynamic Programming, "
1028,Recover a Tree From Preorder Traversal,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,,Easy,"Tree, Depth-first Search, "
1029,Two City Scheduling,Two City Scheduling,two-city-scheduling,,Hard,"Greedy, "
1030,Matrix Cells in Distance Order,Matrix Cells in Distance Order,matrix-cells-in-distance-order,,Medium,"Sort, "
1031,Maximum Sum of Two Non-Overlapping Subarrays,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,,Easy,"Array, "
1032,Stream of Characters,Stream of Characters,stream-of-characters,,Medium,"Trie, "
1033,Moving Stones Until Consecutive,Moving Stones Until Consecutive,moving-stones-until-consecutive,,Medium,"Brainteaser, "
1034,Coloring A Border,Coloring A Border,coloring-a-border,,Medium,"Depth-first Search, "
1035,Uncrossed Lines,Uncrossed Lines,uncrossed-lines,,Easy,"Array, "
1036,Escape a Large Maze,Escape a Large Maze,escape-a-large-maze,,Medium,"Breadth-first Search, "
1037,Valid Boomerang,Valid Boomerang,valid-boomerang,,Medium,"Math, "
1038,Binary Search Tree to Greater Sum Tree,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,,Hard,"Binary Search Tree, "
1039,Minimum Score Triangulation of Polygon,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,,Hard,"Dynamic Programming, "
1040,Moving Stones Until Consecutive II,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,,Medium,"Array, Sliding Window, "
1041,Robot Bounded In Circle,Robot Bounded In Circle,robot-bounded-in-circle,,Medium,"Math, "
1042,Flower Planting With No Adjacent,Flower Planting With No Adjacent,flower-planting-with-no-adjacent,,Medium,"Graph, "
1043,Partition Array for Maximum Sum,Partition Array for Maximum Sum,partition-array-for-maximum-sum,,Hard,"Graph, "
1044,Longest Duplicate Substring,Longest Duplicate Substring,longest-duplicate-substring,,Medium,"Hash Table, Binary Search, "
1045,Customers Who Bought All Products,Customers Who Bought All Products,customers-who-bought-all-products,,Medium,
1046,Last Stone Weight,Last Stone Weight,last-stone-weight,,Easy,"Heap, Greedy, "
1047,Remove All Adjacent Duplicates In String,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,,Hard,"Stack, "
1048,Longest String Chain,Longest String Chain,longest-string-chain,,Easy,"Hash Table, Dynamic Programming, "
1049,Last Stone Weight II,Last Stone Weight II,last-stone-weight-ii,,Easy,"Dynamic Programming, "
1050,Actors and Directors Who Cooperated At Least Three Times,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,,Medium,
1051,Height Checker,Height Checker,height-checker,,Medium,"Array, "
1052,Grumpy Bookstore Owner,Grumpy Bookstore Owner,grumpy-bookstore-owner,,Hard,"Array, Sliding Window, "
1053,Previous Permutation With One Swap,Previous Permutation With One Swap,previous-permutation-with-one-swap,,Medium,"Array, Greedy, "
1054,Distant Barcodes,Distant Barcodes,distant-barcodes,,Easy,"Heap, Sort, "
1055,Shortest Way to Form String,Shortest Way to Form String,shortest-way-to-form-string,,Easy,"Dynamic Programming, Greedy, "
1056,Confusing Number,Confusing Number,confusing-number,,Medium,"Math, "
1057,Campus Bikes,Campus Bikes,campus-bikes,,Medium,"Greedy, Sort, "
1058,Minimize Rounding Error to Meet Target,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,,Medium,"Math, Dynamic Programming, Greedy, "
1059,All Paths from Source Lead to Destination,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,,Medium,"Depth-first Search, Graph, "
1060,Missing Element in Sorted Array,Missing Element in Sorted Array,missing-element-in-sorted-array,,Easy,"Binary Search, "
1061,Lexicographically Smallest Equivalent String,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,,Hard,"Depth-first Search, Union Find, "
1062,Longest Repeating Substring,Longest Repeating Substring,longest-repeating-substring,,Easy,"String, "
1063,Number of Valid Subarrays,Number of Valid Subarrays,number-of-valid-subarrays,,Hard,"Stack, "
1064,Fixed Point,Fixed Point,fixed-point,,Medium,"Array, Binary Search, "
1065,Index Pairs of a String,Index Pairs of a String,index-pairs-of-a-string,,Medium,"String, Trie, "
1066,Campus Bikes II,Campus Bikes II,campus-bikes-ii,,Hard,"Dynamic Programming, Backtracking, "
1067,Digit Count in Range,Digit Count in Range,digit-count-in-range,,Medium,"Math, Dynamic Programming, "
1068,Product Sales Analysis I,Product Sales Analysis I,product-sales-analysis-i,,Medium,
1069,Product Sales Analysis II,Product Sales Analysis II,product-sales-analysis-ii,,Medium,
1070,Product Sales Analysis III,Product Sales Analysis III,product-sales-analysis-iii,,Medium,
1071,Greatest Common Divisor of Strings,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,,Medium,"String, "
1072,Flip Columns For Maximum Number of Equal Rows,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,,Hard,"Hash Table, "
1073,Adding Two Negabinary Numbers,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,,Medium,"Math, "
1074,Number of Submatrices That Sum to Target,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,,Easy,"Array, Dynamic Programming, Sliding Window, "
1075,Project Employees I,Project Employees I,project-employees-i,,Medium,
1076,Project Employees II,Project Employees II,project-employees-ii,,Medium,"String, "
1077,Project Employees III,Project Employees III,project-employees-iii,,Easy,
1078,Occurrences After Bigram,Occurrences After Bigram,occurrences-after-bigram,,Medium,"Hash Table, "
1079,Letter Tile Possibilities,Letter Tile Possibilities,letter-tile-possibilities,,Easy,"Backtracking, "
1080,Insufficient Nodes in Root to Leaf Paths,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,,Medium,"Depth-first Search, "
1081,Smallest Subsequence of Distinct Characters,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,,Medium,"String, "
1082,Sales Analysis I,Sales Analysis I,sales-analysis-i,,Medium,
1083,Sales Analysis II,Sales Analysis II,sales-analysis-ii,,Medium,
1084,Sales Analysis III,Sales Analysis III,sales-analysis-iii,,Medium,
1085,Sum of Digits in the Minimum Number,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,,Medium,"Array, "
1086,High Five,High Five,high-five,,Medium,"Array, Hash Table, Sort, "
1087,Brace Expansion,Brace Expansion,brace-expansion,,Hard,"Backtracking, "
1088,Confusing Number II,Confusing Number II,confusing-number-ii,,Medium,"Math, Backtracking, "
1089,Duplicate Zeros,Duplicate Zeros,duplicate-zeros,,Medium,"Array, "
1090,Largest Values From Labels,Largest Values From Labels,largest-values-from-labels,,Medium,"Hash Table, Greedy, "
1091,Shortest Path in Binary Matrix,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,,Hard,"Tree, Depth-first Search, "
1092,Shortest Common Supersequence,Shortest Common Supersequence,shortest-common-supersequence,,Easy,"Dynamic Programming, "
1093,Statistics from a Large Sample,Statistics from a Large Sample,statistics-from-a-large-sample,,Medium,"Math, Two Pointers, "
1094,Car Pooling,Car Pooling,car-pooling,,Easy,"Greedy, "
1095,Find in Mountain Array,Find in Mountain Array,find-in-mountain-array,,Hard,"Binary Search, "
1096,Brace Expansion II,Brace Expansion II,brace-expansion-ii,,Medium,"String, "
1097,Game Play Analysis V,Game Play Analysis V,game-play-analysis-v,,Medium,
1098,Unpopular Books,Unpopular Books,unpopular-books,,Medium,
1099,Two Sum Less Than K,Two Sum Less Than K,two-sum-less-than-k,,Hard,"Array, "
1100,Find K-Length Substrings With No Repeated Characters,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,,Easy,"String, Sliding Window, "
1101,The Earliest Moment When Everyone Become Friends,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,,Easy,"Union Find, "
1102,Path With Maximum Minimum Value,Path With Maximum Minimum Value,path-with-maximum-minimum-value,,Hard,"Depth-first Search, Union Find, Graph, "
